Message,upFeatureList,Spam_Ham
* Am on a train back from northampton so i'm afraid not!,50 31 16 0 6 0,0
Where in abj are you serving. Are you staying with dad or alone.,3837 1535 0 2047,0
Was playng 9 doors game and gt racing on phone lol,50 8 30 55 18,0
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",32 17 62 4 0 5 36 8 28 13 50 57 46 24 40 63,1
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",4 2892 3559 4060 3648 961 2527 3072 1 3076 2285 3545 60 1536 3843 1090 3068 816 3135 3590 1199 4061 991 2048 4 3417 1485 0,0
I'm on da bus going home...,51 32 55,0
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,63 63 16 38 56 1 63 0 56 17 63,0
I'm okay. Chasing the dream. What's good. What are you doing next.,101 122 125 122 16 36,0
Yupz... I've oredi booked slots 4 my weekends liao... ,127 87 76 0 121,0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1 60 0 1 48 43 4 0 63 33 0 8 0 0 12 8 0 0,1
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,123 31 69 76 4 119 95 127 68,0
Yes I know the cheesy songs from frosty the snowman :),0 0 10 120 61,0
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",104 8 23 17 32,0
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,25 0 4 99 128 0 0 487 41 0 785,1
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",732663 1047758 1145 622591 787999 8192,1
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,38 0 0 46 6 16 0 2 0 0,0
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,128 48 3 0 0 3 0 130,0
And whenever you and i see we can still hook up too.,127 43 0 73 16,0
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,1242 0 1284 0 0,0
Can you use foreign stamps for whatever you send them off for? ,7483 4387 2581,0
FROM 88066 LOST å£12 HELP,39 48 24,1
Oh baby of the house. How come you dont have any new pictures on facebook,39 48 24,0
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0 64 2 16 72 29 105 79 107 0 47 33 16 0 1 22,0
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",6926 4630 6011 5718 0 210 8067 2304 5325,0
"Omw back to tampa from west palm, you hear what happened?",1024 513 1337,0
Yup no more already... Thanx 4 printing n handing it up.,259 15 0 16,0
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,2 0 115 237 8 40 9 194 0 1 128 0 0 0,1
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,324 0 496 0 148 0 0 378,0
S now only i took tablets . Reaction morning only.,51 0 1 32 2,0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,191 0 247 112 0 33 253 58 191 245 190 0 0 144,1
"Nah, I'm a perpetual DD",0 41,0
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1168 1556 608 0 383 134 2019 1812,1
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",131072 5713 1536 152026 21295 78288 229391,0
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,1049088 440685 0,0
Nope i'm not drivin... I neva develop da photos lei...,18976 30720,0
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,768 408 0 707 557 96 255,0
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0 0 113 128 0,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0 1023 991 347 152 1019 572 936 512 80 941 7 743,0
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,492799 49152 0 172492 255,1
Go where n buy? Juz buy when we get there lar.,19865 0,0
I'm working technical support :)voice process.,794 0 0,0
It's justbeen overa week since we broke up and already our brains are going to mush!,2716 0 0 907 744,0
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",136 164 48 139 77 191,0
Nope... C Ì_ then...,0,0
No. But we'll do medical missions to nigeria,16 64 48 65,0
No i am not having not any movies in my laptop,32 31 0 0 0,0
Whatsup there. Dont u want to sleep,451 225,0
Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,33 63 15 26 5 4 0 0 4 63 63 63 47 43 54 23 27 55,1
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",367 7 36 447 0 9 100 242 505 448 333 479 288 236,1
I havent lei.. Next mon can?,0,0
Mm feeling sleepy. today itself i shall get that dear,128 52 215 22,0
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,2176 1924 2272 3392 2539,0
Can you do a mag meeting this avo at some point?,4096 0,0
I meant middle left or right?,32 0 35,0
Really? I crashed out cuddled on my sofa.,0 0,0
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,46 7 32 55 51 0 1 55 38 63,0
"I sent you the prices and do you mean the  &lt;#&gt; g,",46 7 32 55 51 0 1 55 38 63,0
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,2228240 276976 65542 967152 4131199,1
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,80 0 93 2 59 115 4 93 12 0 121,0
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,255 181 60 129 152 246 44 220 4 0 0 234 0,0
"Tick, tick, tick ... Babe",44 63 56,0
R Ì_ going 4 today's meeting?,44 63 56,0
K da:)how many page you want?,8081,0
Ya had just now.onion roast.,16183,0
Send his number and give reply tomorrow morning for why you said that to him like that ok,128 0 80 0 0 14 64 0,0
You said not now. No problem. When you can. Let me know.,0 0 76 3 1,0
Ok but tell me half an hr b4 u come i need 2 prepare.,57 0 19 20 0,0
Play w computer? Aiyah i tok 2 u lor?,234 0 8,0
Sat right? Okay thanks... ,110 96,0
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",55 16 0 2 19 2 6 0 0 9 51 0 0 0,0
Ok Chinese food on its way. When I get fat you're paying for my lipo.,320 65 200 394 0,0
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,256 32 93 476 0 0 409,0
Yo we are watching a movie on netflix,0 0 0,0
What time. IÛ÷m out until prob 3 or so,119 119 30,0
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",107 102 0 112 0 15 76 126 55 0,0
I dont thnk its a wrong calling between us,98 105 0 119,0
I am not sure about night menu. . . I know only about noon menu,56 0 0 0 63 25 4,0
ARR birthday today:) i wish him to get more oscar.,56 0 0 0 63 25 4,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",768 252 0 461 0 281 1017 512 0 0 0 72,0
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",173 0 16 0 0 2 0 16 72 1 16 78 3 96 124 54 4 37,0
 and  picking them up from various points,0 0 0,0
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,110 48 0 0 0 109 0 36 0 15 0 0 103 32 7 10,1
Wow v v impressed. Have funs shopping!,51 11 62 0,0
I am on the way to ur home,48 42,0
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,66 16 126 0 3 16 38 0 25 2 43 0 126 31,1
No problem. Talk to you later,35 8 1,0
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,296 460 153 0 288 197 251 296 0,1
"Dude u knw also telugu..thts gud..k, gud nyt..",64 68 0 0,0
We confirm eating at esplanade?,58 0 0,0
Send me your id and password,216 122,0
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,158 102 16 166 199 12 241 180 103 176,0
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",51 0 63 62 39 16 5 0 35 0 0 0 0 4 60,1
Well I might not come then...,102418,0
Long after I quit. I get on only like 5 minutes a day as it is.,1288944 92533,0
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,14853 1088 0 6148 0,0
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,25601 16802 4101 16 30697 2416,0
"Just arrived, see you in a couple days &lt;3",128 32 49 0,0
"K, wat s tht incident?",421,0
Yeah get the unlimited,320,0
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,208 0 224 0 18 5 7 128 228 0,0
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",1191 128 0 1898 31,0
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,2320 0,0
When you are big..| God will bring success.,503 0 500,0
UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,111 32 0 16 19 0 0 87 0 92 127 0 47,1
"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",15 17 28 17 58 6 0 62 63 0 57 31 3,0
Not from this campus. Are you in the library?,64 8 58 9,0
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",524307 909034 196921 851448 0,0
How will I creep on you now? ;_;,528384,0
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,524288 70466,0
If I get there before you after your ten billion calls and texts so help me god,1005 514 439 600 1023,0
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,8194 1024 14143 0 514 7168 0 0,0
I've told him that i've returned it. That should i re order it.,214629 212974,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0 949 1042 1279 1007 0 564 1088 1519 1014 1087,0
Depends on where u going lor.,1024 657,0
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,163 30 17 92 0 236 0 0 0 0 186 251,0
FreeMsg>FAV XMAS TONES!Reply REAL,73 110 56,1
Lil fever:) now fine:),32 24,0
I think it's all still in my car,0,0
Can a not?,32,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,64 127 11 0 117 1 13 2 0 58 44 76 40 61 92 0,1
Yes princess! I want to catch you with my big strong hands...,103 0 8 63 32 1,0
Oh yeah I forgot. U can only take 2 out shopping at once.,74 23 65 113 2,0
Mm so you asked me not to call radio,255 0 102,0
Thinkin about someone is all good. No drugs for that,66048 114130,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",917247 8194 1030483 1036387 1152 0,0
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",16384 29369 24477 768 1498 17990,0
"Alright if you're sure, let me know when you're leaving",64 90 0 99 91,0
Some are lasting as much as 2 hours. You might get lucky.,72 66 26 78 0,0
Genius what's up. How your brother. Pls send his number to my skype.,502 256 77 256 32,0
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1410 1965 1317 9 1813 1473 1299 8 1208 1007 492,1
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,127 2 38 112 1 121 66 112 16 59 0 7,0
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,1152 1029 133 65 448 210 896,0
INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,100352 3441696 0 256,1
Oh god..taken the teeth?is it paining,34304,0
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,4194045 3010551 11953 1141084 2902742,1
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,2014206 1296587,0
No need to buy lunch for me.. I eat maggi mee..,34 63 59 60 59,0
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",34 31 28 0 53 63 33 32 3 32 27 4 33 56 51 63 1 17,1
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",32 2 12 20 46 19 13 63 20 25 1 46 34 14 31 51,0
Wife.how she knew the time of murder exactly,36 0 0 41 63,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,128 133 128 255 183 8 64 0 0 247 243 0 96 195,1
Howz that persons story,140 128,0
Thanx 4 sending me home...,511 1,0
Its normally hot mail. Com you see!,65 1 16,0
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",438 271 0 483 464 511 0 2 2,1
U sick still can go shopping?,144 96,0
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",53 1 27 36 0 9 24 0 61 3 63 0 2 63 59,0
Nice.nice.how is it working?,0 128,0
1's reach home call me.,55 55,0
Were trying to find a Chinese food place around here,55 55,0
"Easy mate, * guess the quick drink was bit ambitious.",1036 4 0,0
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0 0 1 259 384 464 2 0 63 456,0
aathi..where are you dear..,24 0,0
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",4240 144 0 1 48,0
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,67 64 127 0 32 8 54 32 66 0 65 3 109 66 5 6,0
Will be out of class in a few hours. Sorry,38 0 7 17,0
Wat time u finish ur lect today?,192 0,0
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",72 12 30 0 0 126 116 0 52 0 0 2 1 0 64 88,1
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",7198 6144 2176 6365 0 8 52 2048 104 1 0 7487 6 65 6839 129 2234 0 7698 0 7 0 2167 129 14 0 1690 32 402 779 4352 4543 0,0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",4 18 247 76 231 0 8 2 67 228 255 218 251,1
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0 116 123 0 33 0 55,0
Are you going to wipro interview today?,328 0 0,0
how tall are you princess?,79 32,0
I doubt you could handle 5 times per night in any case...,104 47 8 0 9,0
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,0 0 0 30,0
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,111 127 75 97 127 41 23 61 63,0
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",32 50 56 48 51 19 39 19 39 18 23 59 45 17 0 6 63 59 41 0 16 8 61 31 61 0 4 0 55 0,0
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,46598 32783 65343,0
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,64 71 126 68 96 116 45 0 103 0 4 64 0 0 0 63,0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",64 71 126 68 96 116 45 0 103 0 4 64 0 0 0 63,0
I want to be there so i can kiss you and feel you next to me,653 8 0 0,0
I am not at all happy with what you saying or doing,98 72 2 10 0,0
Adult 18 Content Your video will be with you shortly,223 188 116 218,1
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",72 0 24 0 112 0 16 24 33 70 119 0 0,0
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,126 93 93 32 64 78 4 113 123 1,0
He says hi and to get your ass back to south tampa (preferably at a kegger),215 0 46 5 55 123,0
Smith waste da.i wanna gayle.,61 2 23,0
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0 32 72 0 0 12 0 102 0 16 1 56 0 35,0
"Aight, tomorrow around  &lt;#&gt;  it is",248 8 111,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",55 40 54 8 0 22 52 58 58 24 0 63 55 10 61 63 43 16 3 0,0
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",55 40 54 8 0 22 52 58 58 24 0 63 55 10 61 63 43 16 3 0,1
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,59 12 0 0 16 48 0 1 0 0 47 53 58 3,0
See you there! ,61,0
I dont understand your message.,97 74 1,0
Crucify is c not s. You should have told me earlier.,128 140 10 0,0
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",1740 1520 1457 846 0 1941 1704 134 262 1296 1231 37 1328 0 0 1,0
Fuck cedar key and fuck her (come over anyway tho),256 0 361 211,0
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,34 0 64 18 242 0 130 36 0,0
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1758 0 8 64 16 0 0 772 1,1
U still painting ur wall?,64 0,0
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",0 96 0 4 158 6 17 243 189 196 253 9 65 0,1
Printer is cool. I mean groovy. Wine is groovying,1024 768 768,0
Hi Harish's rent has been transfred to ur Acnt.,80 65 33 93,0
Anything lor is she coming?,111 3,0
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,8192 14203 8167 7176,0
ÌÏ still attending da talks?,0 333,0
No probs hon! How u doinat the mo?,272 405,0
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,3039 2943 4014 3072 2216,0
My battery is low babe,182 255,0
Shuhui has bought ron's present it's a swatch watch...,16384 12757,0
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",4112 1550 0,0
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,38 2 5 47 16 0 0 12,0
K I'll be sure to get up before noon and see what's what,236 0 236 253,0
K...k...yesterday i was in cbe .,0 42 18,0
Went to ganesh dress shop,4096,0
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",12 2735 2089 1530 1052 1421 769 4052 3519 4018,1
ÌÏ collecting ur laptop then going to configure da settings izzit?,0 0,0
If you r @ home then come down within 5 min,198 0 192,0
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",35 23 0 27 1 0 18 0 0 12 4 0 16,0
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,64 64 0 111 0,0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,66 92 73 0 86 123 0 31 0 127 79 0 116 0,1
"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",76 123 50 45 115 0 0 33 32 100 103 37,0
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,253 251 0 0 238 49 131 74 103 0 0,0
"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",40 59 0 8 61 19 31 45 38 30 47 22 5,0
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",48 0 2 35 49 0 58 0 0 0 0 63 34 0 32,0
Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,32 2 0 28 5 35 29 48 0 59 0 0 0 0 4 0,0
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,240 512 133 452 983 644 168 906 243 1007,1
How do you guys go to see movies on your side.,2321 196,0
"Sorry,in meeting I'll call later",0 0,0
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,154 219 43 136 190 0 215 221,0
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,210 0 5 9 250,0
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,51 48 0 63 26 63 18 42 0 0 63 10 31 27 63 12 63,1
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,296 480 415 439 2 509,0
What time should I tell my friend to be around?,59 43 40 0 0,0
Yes. that will be fine. Love you. Be safe.,2304 64,0
Thanks chikku..:-) gud nyt:-*,1848 1985,0
Is xy in ur car when u picking me up?,76 110 0,0
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",1343488 489036 963844,0
"Yo, any way we could pick something up tonight?",20480 0,0
I've not sent it. He can send me.,48 21 32,0
Fine am simply sitting.,36 33,0
Thts god's gift for birds as humans hav some natural gift frm god..,53 32 10 47 27 57 0,0
Are you coming to day for class.,127 3 62,0
Im done. Just studyn in library,119 2 45,0
Ok... U enjoy ur shows...,0 63 55,0
Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,16480 96 1165 0 0 0,0
Wat's my dear doing? Sleeping ah?,439 157,0
Hi' Test on  &lt;#&gt; rd ....,40 11 33,0
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,8 226 71 47 95 248 199 255 25 0 0 0 0 181 55 191 49,0
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,40 54 0 60 0 0 54 0 0 60 0 1 30 0 0 18 0,0
Yup n her fren lor. I'm meeting my fren at 730.,68 3 64 0,0
"Yeah, we got one lined up for us",36 2 0,0
"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",80 0 73 0 0 16 0 0 1 4 0 75 0,0
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,63 20 3 27 42 1 8 63 4 60 63 63,0
Hey i've booked the pilates and yoga lesson already... Haha,53 38 18 44 16 63 0,0
Are you ok. What happen to behave like this,5181 4730,0
You have 1 new message. Please call 08712400200.,39827 24607,1
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,272 26 149 280 498 471 0,0
"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",204 131 0 26 0 48 33 10 189 224 6 119,0
No message..no responce..what happend?,33 0 35 52 33,0
We currently have a message awaiting your collection. To collect your message just call 08718723815.,461 80 507 279 346 489 32 0,1
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",36 41 61 35 24 63 24 55 29 56 48 38 0 1 0 63 20 31 8 25 27 6 62 39 36 1 62 20 31 47 61 6 0 56 63 55,0
make that 3! 4 fucks sake?! x,17 8 1,0
Leave it. U will always be ignorant.,125 68 0,0
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),129 51 72 0 16 18 0,0
at bruce b downs &amp; fletcher now,43 61 0 0,0
Where are you ? You said you would be here when I woke ... :-(,43 61 0 0,0
Hey now am free you can call me.,99 1 0,0
Tell me whos this pls:-),202 61,0
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",2 4 90 3 112 98 23 0 0 76 63 0,1
"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",32 62 0 8 55 0 1 10 0 49 48 2 1,0
Id have to check but there's only like 1 bowls worth left,32 1 5 32 0 33,0
Yes there were many sweets,202 0,0
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,265 256 192 0 4 344 128 241 369,0
